# Test data: ../data/hepph.txt
# Parameters: L = 3600, beta = 0.6, gamma = 2, nruns = 30, re-insertion = True
# Best result: 1294, duration = 143.50393788600195 # avg: 1421.5, avg duration = 132.7896871691001
# run No., objective function value, duration
0,1294,143.50393788600195
1,1417,135.14055171099972
2,1464,147.81568985700142
3,1470,147.57969832899835
4,1399,139.46504442900186
5,1460,144.42721195899867
6,1438,147.51670981599818
7,1438,147.8227648109969
8,1424,112.05001493600139
9,1426,138.12533913900188
10,1455,146.27476752599978
11,1310,142.25867802300127
12,1476,144.4728979370011
13,1393,146.67175520100136
14,1455,144.10845761300152
15,1322,136.666127384
16,1403,124.5047758369983
17,1371,132.55096341999888
18,1430,137.43130473099882
19,1454,144.5899240530016
20,1468,150.9962126169994
21,1454,145.7349120910003
22,1420,147.01719184199828
23,1462,144.48984965600175
24,1346,128.11474373999954
25,1459,99.29752983400249
26,1456,97.06034349999754
27,1382,92.17180643200118
28,1441,88.86748680099845
29,1458,86.96392396200099
