# Test data: ../data/OClinks.txt
# Parameters: L = 1100, beta = 0.2, gamma = 2, nruns = 30, re-insertion = True
# Best result: 213, duration = 13.997886187000404 # avg: 219.1, avg duration = 13.73479512039994
# run No., objective function value, duration
0,222,15.226789603002544
1,223,14.098084810000728
2,217,14.166409104000195
3,220,15.350425990000076
4,217,14.835678154999187
5,217,14.939216439997836
6,223,15.596519267000986
7,218,15.41861408800105
8,221,13.7371128220002
9,213,13.997886187000404
10,219,15.001128711999627
11,213,15.246890795999207
12,221,14.609299790998193
13,222,14.572298015998967
14,217,14.616470147000655
15,221,13.798245387999486
16,222,13.776828874997591
17,219,13.238209711002128
18,221,15.5087671830006
19,219,14.668869073000678
20,220,14.836672207999072
21,217,15.037950482001179
22,215,14.068906163000065
23,216,14.261297116998321
24,222,10.91483403300299
25,218,11.114923004999582
26,214,9.828009181997913
27,223,9.912671916001273
28,223,9.730378816999291
29,220,9.93446653099818
