# Test data: ../data/facebook.txt
# Parameters: L = 450, beta = 1.0, gamma = 2, nruns = 30, re-insertion = True
# Best result: 328, duration = 15.872553028999391 # avg: 353.1, avg duration = 14.329729013632823
# run No., objective function value, duration
0,362,14.7791952890002
1,357,15.903146099000878
2,338,13.761877635999554
3,359,15.904562870997324
4,358,16.675822456996684
5,367,14.879305580998334
6,372,14.889361454999744
7,349,14.728225966002356
8,349,15.783889377999003
9,328,15.872553028999391
10,343,14.420543374999397
11,338,15.381479579998995
12,350,14.551210458997957
13,337,14.802325149001263
14,348,14.800426049001544
15,349,14.360937704997923
16,368,15.419355824000377
17,368,16.171819359999063
18,374,15.102170105998084
19,360,13.300662616999034
20,346,15.83697761899748
21,367,13.877952479000669
22,331,13.93551775099695
23,354,15.602726444001746
24,352,11.916482132997771
25,349,11.844625259000168
26,360,11.395170785999653
27,331,11.267086235002353
28,357,11.779154234998714
29,372,10.947307483002078
