# Test data: ../data/facebook.txt
# Parameters: L = 450, beta = 0.4, gamma = 2, nruns = 30, re-insertion = True
# Best result: 261, duration = 17.237947472996893 # avg: 276.46666666666664, avg duration = 24.060396343100003
# run No., objective function value, duration
0,289,26.08052874200075
1,271,27.096314536996942
2,277,27.843967970999074
3,270,25.726644913003838
4,285,26.35437522299617
5,284,29.062947031001386
6,290,24.42200749100448
7,262,25.30053493699961
8,275,23.38256863400602
9,275,25.3070829520002
10,274,26.998894888005452
11,276,25.593647048001003
12,271,23.561144223000156
13,278,25.37033187999623
14,283,26.75444685000548
15,268,24.701717910000298
16,268,24.680529213997943
17,272,25.609821935999207
18,273,24.847780222997244
19,297,24.710617668999475
20,275,24.326875401995494
21,276,23.99538322599983
22,268,24.399075446999632
23,289,24.53043275899836
24,277,19.53155810500175
25,273,19.254073114003404
26,282,18.52676271499513
27,278,18.363571381996735
28,277,18.24030639800185
29,261,17.237947472996893
