# Test data: ../data/OClinks.txt
# Parameters: L = 1100, beta = 0.6, gamma = 2, nruns = 30, re-insertion = True
# Best result: 224, duration = 6.240521285999421 # avg: 232.53333333333333, avg duration = 6.0636186530329725
# run No., objective function value, duration
0,233,6.548294188
1,234,5.9617924699996365
2,225,6.330755060000229
3,234,6.679381437999837
4,230,6.743909146996884
5,235,6.676047616998403
6,234,6.755168782998226
7,230,6.241340144999413
8,233,6.436598541997228
9,230,6.579663120999612
10,246,6.4654376990001765
11,234,6.4901833000003535
12,232,6.4300937699990754
13,230,6.135108726000908
14,232,6.239700172001903
15,226,6.060413654999138
16,224,6.240521285999421
17,239,6.28064857299978
18,235,6.583411150000757
19,241,6.2959693649972905
20,233,6.500424968999141
21,233,5.969018347001111
22,233,6.7052460230006545
23,231,6.162034043001768
24,229,4.7147812660005
25,234,4.972978764999425
26,233,4.796857494999131
27,234,4.762359944998025
28,231,4.677117385999736
29,228,4.47330314500141
